F0;F1;F2
248457956.613;12.397;3837.3397178945997
248322046.087;12.527;3923.1260595388003
248321799.351;12.52;4003.7349159982004
248321660.136;12.407;4140.190772843801
248321658.025;12.43;4459.759272015201
248321379.836;12.269;4513.0469384746
248321149.31599998;12.269;4890.246121280999
248321025.669;12.288;5018.445356890201
248320906.507;12.174;5919.599203413001
248320756.11699998;12.248999999999999;63499.73940211319
