F0;F1;F2
254268377.25;11.421999999999997;168816.67208482462
244389052.099;12.812999999999997;213254.23006584644
254267805.927;11.439999999999998;194738.3586021868
245851709.107;12.404;247189.8336419558
244508457.362;12.768999999999997;167213.14388308543
245605260.625;12.427;188483.1222564662
244389477.234;12.782999999999998;213099.03154999798
245709588.275;12.406;248471.55537183982
244393090.789;12.771999999999997;155557.7410623512
245707702.50599998;12.422;223519.39226247964
245708245.706;12.411;162821.36660763918
245707904.74;12.419;173990.6595124724
244392515.14;12.777999999999997;187821.498882643
244392563.643;12.775999999999998;186522.6839842656
245709086.857;12.409;247756.323666392
