F0;F1;F2
0.17856522466876049;0.5167235483123465;0.6628569793103622
0.5619146745644075;0.19021615428847186;0.49252313098257355
0.5618922482668067;0.19431171741908548;0.5693713637729229
0.2304748003849356;0.4150170639021229;0.6195367318936333
0.22589446460990667;0.46871444717016086;0.3014222764952324
0.22590149549912503;0.41524459518715684;0.474749263119022
0.1788058762787068;0.4967007952293491;0.4877692617290971
0.17857434705086264;0.5098976097613249;0.6609098604650459
0.17860738248752728;0.5051194527756091;0.6624577725698988
0.17878407336233249;0.5012514209300306;0.32058016561751085
0.17857988176233344;0.5089874846211884;0.754793582913527
0.17879575219233523;0.49806598293955356;0.36756808900037363
