F0;F1;F2
240279256.828;11.358999999999995;6720.525564061401
240279337.961;11.358999999999995;6344.8753349044
240279527.208;11.506999999999996;5756.510254279
240279664.311;11.480999999999995;5342.5630089998
240279785.45700002;11.480999999999995;5212.0506089998
240279317.25599998;11.458999999999996;6527.3310160774
240279464.772;11.440999999999995;6277.6279922104
240279493.632;11.453999999999995;5867.3385618098
240279603.988;11.506999999999996;5635.260034279
240279889.741;11.480999999999995;5085.4124589998
240279695.70999998;11.480999999999995;5345.0143089998
240280004.833;11.459999999999996;5054.700777640201
240280245.313;11.459999999999996;4994.2419391576
240280724.292;11.332999999999995;4859.932957640201
