F0;F1;F2
240279256.828;11.358999999999995;6720.525564061401
240279347.59600002;11.475999999999996;6390.3923209740005
240279493.632;11.453999999999995;5867.3385618098
240279695.70999998;11.480999999999995;5345.0143089998
240279785.45700002;11.480999999999995;5212.0506089998
240279603.988;11.506999999999996;5635.260034279
240279486.12800002;11.473999999999995;6054.7550901872
240279670.411;11.506999999999996;5524.780384279
240279889.741;11.480999999999995;5085.4124589998
240280004.833;11.459999999999996;5054.700777640201
240280821.408;11.496999999999996;4870.8079454974
