F0;F1;F2
249715575.163;13.429999999999998;5511.0461494108
241489874.982;13.085999999999999;17345.729333040803
241857186.34;13.497;8553.3367105226
249341248.07099998;12.090999999999998;7171.2569514974
241490205.806;13.085999999999999;12215.448230568
241490181.315;13.085999999999999;16970.727841523403
241722288.65600002;13.413;8872.4814574352
249457330.09600002;12.087999999999997;7044.1428483502
249457713.43199998;12.078999999999999;6347.0538092004
249572972.56800002;13.254999999999999;5981.603721096801
249715529.227;13.429999999999998;5618.370509410801
249573020.408;13.436999999999998;5929.7093139068
241489926.999;13.056999999999999;17229.6546072522
241733512.74400002;13.509;8795.9658963076
241489879.16500002;13.056999999999999;17304.1979472522
